novel_id,title,rating count,rating mean
1608,Omega Summoner,3,6.0
16080,I personally created the dragon chant of the great nation,2,6.5
16081,The A in the Opposite Dorm Always Thinks I’m Pretending to be a B,3,8.0
16082,One Piece’s card system,1,10.0
16083,"In order to marry the holy lady wife, I had to defeat the devil",2,5.0
16084,Kiss the female ghost at the beginning! I didn't expect that she was the empress,3,7.0
16085,Quick Transmmigration: The Diseased Male Protagonist is Turning Black,1,10.0
16087,Accidental Love,3,6.333333333333333
16088,Onmyoji of the Great Route,4,5.5
16089,Demon Recovery: Heavenly Master Descends! The beginning inherits the heavenly master’s degree,3,8.0
1609,Doomsday: Unlimited Upgrade Mobile City,4,7.25
16090,My Mom's Second Marriage Gifted Me Seven Brothers,6,6.833333333333333
16091,Game Production: Players Want to Kill Me,4,8.25
16092,Martial arts god level time travel system,3,5.666666666666667
16093,flee from famine?Holding hundreds of billions of supplies for Concubine Fu!,3,6.666666666666667
16094,Reborn As A Nephilim: The Rise of A Manaless Prince,2,7.5
16095,I created countless super gods and demon cards,8,6.625
16096,Entertainment: I repeatedly jumped between actresses!,1,4.0
16097,Titan Dawn,2,5.0
16098,"I Have an Island of Knights, Rewarding the Good and Punishing the Evil",3,4.0
16099,"Thriller Game: Guest, you’re really a pervert",3,6.0
161,"Miracle Doctor, Abandoned Daughter: The Sly Emperor’s Wild Beast-Tamer Empress",3,9.0
1610,Lucky Girl: Take the Space To Escape From the Famine,1,10.0
16100,Comprehensive: Uchiha Dimensional Restaurant,4,7.25
16101,Entertainment: the correct way to open the flat,3,7.333333333333333
16102,A Sleepy Summoner Wants To Rest,3,8.666666666666666
16103,Job change for all: This berserker is too calm!,2,3.5
16104,"Yuanshin: Fabricated history was broadcast live, frightening the Seven Kingdoms",2,4.5
16105,Star Dome Railway: Beginning Confession Jingliu Master,2,9.5
16107,A life experience game that starts with the heroic villain,4,8.75
16108,Fantasy: I'm Really Not A Taoist Ancestor,2,7.5
16109,Mecha Hurricane,1,4.0
16110,Evolution from big trees,3,7.333333333333333
16111,Raising Wolves,9,6.666666666666667
16112,Fairy Tail Wind Dragon Peerless.,2,7.5
16113,Detective Conan’s Unknown Killer,3,7.0
16114,I Screwed the Novel's Plot,5,8.0
16115,One Piece: Rule the World,5,8.0
16116,"Sailing: Brother Kaido, the final black dragon",4,7.0
16117,The opening of the Mangekyo Sharingan: top war killing,3,7.333333333333333
16118,From Soldier To Emperor,8,7.75
16119,"Playing the role of walnut, a big Mi Mi who is concerned about scaring",4,7.5
1612,"Marvel: Tech Prodigy, Make Your Own Wife at the Start",1,9.0
16120,Black basket: Super long three-pointer at the start shocked Teiguang,1,7.0
16121,Martial arts god-level skin system,5,5.2
16122,Start digging the foot of the wall today,4,7.75
16123,Inventory of Doraemon’s top ten tearful moments at the beginning!,9,5.666666666666667
16124,The Girl I Saved Came Back As An S-rank Hunter,3,7.0
16125,"If you are in Dazhu Peak, join the chat group",6,7.666666666666667
16126,"American comics: The foundation was exposed at the beginning, shocking the world",1,5.0
16127,Eldest Senior Sister Has Abandoned Treatment,2,8.5
16128,"The biography of Gu Qi, a poor girl",6,6.833333333333333
16129,The World of Hong Kong Films Begins with Truancy Veyron,4,6.0
1613,Great Voyage: Invincible From the Era of Rocks,4,5.75
16130,I build ninja country in the ninja world,1,10.0
16131,Starry Railway: The Fish Sword Master is kept by Fu Xuan,6,8.166666666666666
16132,I fight against the party and become Xiaozhi’s golden finger,6,6.166666666666667
16133,White Calculation,4,7.25
16134,My Big Brother's Acting Skills Are Too Exaggerated!,4,7.5
16135,The Only Pet Farmer’s Wife,2,9.0
16136,Ex-wife’s Rise to the Top,1,7.0
16137,"Starting to live forever, everyone thought I was invincible",5,5.0
16138,Game Development: I Built a Game Empire,5,7.6
16139,"After Regenerating Into An Omega, Everyone Is Dying To Marry Me",2,6.5
1614,Opening Sign-In Rewards For A Building,2,8.0
16140,"Siheyuan: After cutting off Hu Qin Huairu, I lay flat",4,6.0
16141,Comprehensive Comics: Playing as the King of Heroes in the Final Beginning,4,6.5
16142,"My recruitment order is too sensible, starting with a golden legend",5,6.8
16143,She is brighter than the stars,6,4.166666666666667
16144,My childhood friend the hero was genuinely angry,3,6.666666666666667
16145,"Thriller: I am a full-time professional simulation, doing whatever I want",3,7.0
16146,"Farm and cultivate immortality, get a cuckold wife at the beginning",3,8.0
16147,The paper was exposed? My scientific research shocked the world!,8,6.875
16148,"Avenue Editor, the Lord of the Gray Mist at the beginning!",5,8.0
16149,Became the Golden Sun of the Academy,4,6.0
1615,Peerless Sword Emperor,8,6.5
16150,"Daqin: Starting from Zilanxuan, picking up cards and becoming a god",1,7.0
16151,Who do you think I am? Bring the boat over!,9,7.777777777777778
16152,Kiana's Third Personality,3,8.0
16153,Pirate: Forging iron makes you stronger,6,7.666666666666667
16154,Infinite Anime: Opening Inheritance Fujitora Smile,4,7.0
16155,Daqin: Start as a thief and pick up the corpse Empress Dowager of Qin,2,7.5
16156,"Zongman, I have a million friends",4,7.75
16158,Elf: Why are you standing there? Let the elf out and get beaten.,1,5.0
16159,The System of I Am My Sister in the City,2,7.0
1616,City: My Baba is A Farmer,8,7.75
16160,"Let you summon skeletons, and you start the undead natural disaster?",6,7.833333333333333
16161,"Damn it, I have a pair of Sharingan eyes",4,6.0
16162,I Am the Cutest in the Universe,3,8.0
16163,"Cthulhu Believers Sneak Into My House, and The San Value Goes Crazy",2,9.5
16164,The CEO’s Cute and Delicate Daughter,4,7.0
16165,Romantic on the Field,6,6.666666666666667
16166,Rebirth of the Little Mute,7,7.857142857142857
16167,Young Master Damien's Pet,7,6.285714285714286
16168,"Strange: savvy against the sky, exposed by the reborn",2,10.0
16169,Hokage: Start A Groudon,2,8.0
1617,Naruto’s God Tree’s Fruit in Other World,4,8.25
16170,Dragon Inside,5,6.6
16171,The Female Supporting Character Ran Off With The Bun,3,7.666666666666667
16172,Choice from reincarnation,3,7.333333333333333
16173,"Comprehensive: Evil King Possession, starting from the daily episode!",6,5.833333333333333
16174,Hyuga Hinata guards and takes away everything from the Hyuga patriarch,7,7.857142857142857
16175,"Honghuang: I, the God of Cooking of the Witch Clan, cook all kinds of monsters",3,5.333333333333333
16176,I Became a Demon Professor at the Academy,3,5.333333333333333
16177,Pirate Era: Start with a thunderous fruit,5,6.4
16178,After the Female Match is Reborn,5,6.8
16179,Super God,4,6.75
1618,Fantasy: Wiring the Future,2,6.0
16180,Myriad Worlds Military System,4,8.25
16181,The Hero of the Zerg is Not Easy To Be,3,5.333333333333333
16182,Two-dimensional infinite crossing,4,5.75
16184,Monarch of Solitude: Daily Quest System,1,9.0
16185,"Host, I’m Here To Accompany You To Pretend",3,8.666666666666666
16186,"Entertainment: Acting as Zhang Qilin, forced to marry by Boss Yang",1,5.0
16187,Film and television time travel master Hao: The beginning of fast and furious,5,5.8
16188,In The World Of Gods,3,7.0
16189,I found a world bug,3,9.0
1619,I Am the Sister of the School Grass,4,5.25
16190,Start as a full-time hunter and become an item master,3,3.3333333333333335
16191,"I developed a holographic back room, which scared the Internet celebrities to tears!",5,5.8
16192,I'm a green-skinned tech master,1,10.0
16193,Wuding Jiangshan,2,6.5
16194,Superstars of Tomorrow,2,7.5
16195,The Royal’s Cute Little Wife,2,6.0
16196,"Hanman: Control the chaebol, starting with Aunt Meijing",1,7.0
16197,Fairy Tail: One is God,1,9.0
16198,Doomsday: I can contract all things,5,8.8
16199,The City’s Almighty System,2,7.0
162,I Became Invincible After Sweeping The Floor For 70 Years,1,5.0
1620,The Villain of Destiny: The Heroine is Tied at the Beginning,3,9.333333333333334
16200,Special Forces: Miracles,3,7.333333333333333
16201,"Myth Showdown: Summon Yi, Kill Amaterasu",3,7.666666666666667
16202,"Zongman: At the beginning of the magic world, I can copy my talent",3,7.333333333333333
16203,Back to Twelve,6,7.0
16204,NBA: Start Rewards Peak Sharks,5,7.6
16205,Daming: I'm Invincible if I'm Not Careful,5,6.8
16206,"Special Forces: at the Beginning, He Was Treated As a Criminal and Beat Tang Xinyi Violently!",2,6.0
16207,Hidden Sky Light,3,4.0
16208,Tomb Raiders: Touch the corpse to become stronger!,2,7.5
16209,Mixed Martial Arts Villain: Starting from the Strategy of Huang Rong,3,6.333333333333333
1621,Douluo: Conquer The Goddess From A Small Grass,3,8.333333333333334
16210,The Era of Shinigami in the Fantasy City,1,9.0
16211,Sign In To Shaolin Abbot,2,6.0
16212,Pampered Poisonous Royal Wife,3,5.0
16213,Accompany by A Fool to do Farming,5,8.2
16214,Marvel’s Infinite Strong,1,7.0
16215,Vainqueur the Dragon,7,6.428571428571429
16216,Pirates,6,5.333333333333333
16217,"The opening fusion of super gods and demon cards, the opponent’s heart collapsed",2,8.5
16218,This Is Not Song of Ice and Fire,3,7.666666666666667
16219,Ancient God Library,5,6.2
1622,Becoming Rich In A Beast World,3,7.333333333333333
16220,"Rebirth: Noble Woman, Poisonous Concubine",4,6.5
16221,I Have an Adventure House,4,7.25
16222,One Piece: Start as Uncle Luffy,3,4.666666666666667
16223,"I, the fantasy giant, was broadcast live by Zongwu!",1,8.0
16224,"Hey, King!",4,6.25
16225,Elven Age: The man who harnesses the gods,1,4.0
16226,God of the Black Basket,2,7.0
16227,"The Entire Mankind is Acting As Me, I Shall Secretly Build a Battleship and Shock the World",6,7.5
16228,Global Cataclysm: Infinitely Upgrade Shelter,1,5.0
16229,Manga Born to Be King,4,5.0
1623,Divine Venerate of Martial Dao,3,7.0
16230,"Comprehensive martial arts: Wudang Wine Sword Immortal, ask the ancestor to die",9,7.333333333333333
16231,"Deceive me, Marry me",3,6.333333333333333
16232,"Zongman: After rejecting Mengmeng’s confession, start fast travel",4,5.0
16233,Video-linked animation: Inventory of the top ten famous scenes of saving the world,1,7.0
16234,I Can See the Lines of Fortune,2,8.5
16235,Zerg Swinger,4,6.0
16236,"After being broken up by my ex, I am a billionaire financial stock god",4,7.0
16237,Legendary Hollywood Producer,2,5.5
16238,"Wuxia: I, Song Qingshu, started with a hundred layers of Jiuyang Gong",3,8.0
16239,Lord of the Universe: I Become a Planet,1,7.0
1624,"My cannon fodder supporting role, starting to marry the villain eldest princess",1,8.0
16240,The development of the ship girl of the pirate,3,6.666666666666667
16241,Halberd: Lying down can become stronger,4,7.25
16242,The National Sweetheart Livestreamer Is A Pro!,2,7.0
16243,Became an Extra in a Youth JRPG Game,2,8.0
16244,Hokage for All: Successor to Uchiha at the Beginning,1,9.0
16246,Hogwarts: Please be a human being!,2,9.0
16247,She Can Also Be Gentle,5,5.4
16248,Zerg: Desolate Star and Moon,8,7.625
16249,Pope Behind the Scenes,5,8.4
1625,The Black Winged Demon From Impel Down,1,10.0
16250,"Lady of Fortune, Jiao Niang",6,6.666666666666667
16251,The Female Partner Who Wears a Book Steals the Halo of the Tyrant,3,8.0
16252,Wuxia: Opening auction of immortal cultivation exercises,3,5.0
16253,Wuxia: The blind divine doctor in the town of the seven heroes,3,8.0
16254,Jackal Among Snakes,2,6.0
16255,Pirate: I have a god-level summoning fruit,1,4.0
16256,Estranged,9,6.888888888888889
16257,I Was in Charge of Scouting for the Hero’s Party,5,6.0
16258,I! Infinite Emperor!,4,7.25
16259,Rebirth of the 1980s: Start hunting for the blind bear,4,5.25
16260,Myriad Heavens Tribulation,1,10.0
16261,That’s Hilarious,2,9.0
16262,Fast Wear: on the Correct Posture of Counterattack,4,7.75
16263,God of Thunder,3,4.666666666666667
16264,Paintings of Terror,2,8.0
16265,Yan Yan,4,9.0
16266,Voyage: Outlaws on the Straw Hats!,3,7.666666666666667
16267,One Punch: Dragon Ball Transformation System,2,7.0
16268,"Is the surgery fruit weak? At the beginning, he poached the school beauty's Sharingan",9,7.333333333333333
16269,Invincible to Demon Slayer: Kimetsu no Yaiba,1,9.0
1627,God-level selection: choose the college entrance examination full score at the beginning,3,9.0
16270,Renzai Comprehensive Comic: Summoning Lucoa at the beginning,8,7.25
16271,Zerg’s Daughter-in-law Are All 2.4 Meters,2,4.5
16272,You From The Game,7,7.0
16273,Horror Camgirl,2,6.0
16274,Weird Invasion: I popularized knights all over the world,3,6.0
16275,Wuxia: The identity of my villain is about to be exposed,4,7.5
16276,I’m the Only One Who Can’t See Ghosts,1,4.0
16277,I Kissed Zhenzi At The Beginning Of The Live Broadcast,3,8.666666666666666
16278,Open Your Quest Log,8,6.625
16279,The Poor Baby’s Manipulation Manual,2,6.5
1628,Spiritual Energy: I Just Want To Farm Peacefully,5,8.6
16280,"Entertainment: Old factory street kills fish, this is small fresh meat?",2,7.5
16281,"I Ended My Engagement With My Childhood Friend, the Hero",6,8.833333333333334
16282,Beastman Forcefully Raising a Wife,9,7.222222222222222
16283,Black Basket: Dominate the Net with B Techniques,5,5.8
16284,The Three Kingdoms Began with the Abduction of Luoshen,3,3.0
16285,I Became Popular After Participating on a Dating Show with my Ex-Lover,7,6.857142857142857
16286,King of the Undead,3,9.0
16287,The 4th Generation Chaebol YouTuber,7,7.142857142857143
16288,Comparison of two elves: Aces gather together to reach the top,2,4.0
16289,I Became an Outcast in the Academy,1,7.0
1629,Undefeated Sword God,3,8.333333333333334
16290,Return ten thousand times_ my apprentice builds the foundation and I will directly become an immorta,4,8.25
16291,"Transmigrated As a Villain, I Rely on Sand Sculpture to Survive",1,6.0
16292,The opening and the goddess wandering on the desert island,5,6.4
16293,Prince Charming Upgrade System,1,10.0
16294,Top Horror Novelist,1,7.0
16295,I took away Kaido,3,7.666666666666667
16296,The Earth Conquers All Worlds,7,6.0
16297,God level Naruto chat group,7,6.285714285714286
16299,I Became a Foreigner Loved by Transcendentalists,6,6.0
163,Bewitching Prince Spoils His Wife: Genius Doctor Unscrupulous Consort,3,7.333333333333333
16300,"Forbidden Spells? Hurry Up, You Can Definitely Break Through My Defense",5,7.2
16301,Cultivation Technique of the Great Witch,4,7.0
16302,My longing identity was exposed by the parrot,4,2.5
16303,The Devil's Cursed Witch,4,6.25
16304,Star Railroad: I’m just a monk passing by,3,6.0
16305,"Navigation: I am the ferocious beast Taotie, and my sister the Four Emperors Lingling",3,7.666666666666667
16306,My Mr. Gu is Courting Death Again,4,6.5
16308,Take stock of the top ten high-dimensional worlds! Stunned Heavenly Emperor!,2,7.5
16309,Start fishing with nature,3,7.0
1631,Devouring Heaven Sword God,5,8.0
16310,Zongman: Starting from punching in to get Little Doraemon,5,7.2
16311,Solve the case: Justice makes you stronger,4,6.5
16312,"Natural Vision, You Tell Me This Is Trash!",7,6.571428571428571
16313,The Tyrant’s Beloved Empress,2,4.5
16315,"Daqin: To win the title of Yingzheng, I will become the dragon of the country!",5,6.4
16316,Mercenary: Invited by Ross to join the Suicide Squad at the beginning,3,7.333333333333333
16317,I’m Your Mother-in-law,4,7.0
16318,Hero Don’t Stop,5,5.2
16319,Super Almighty System,7,6.857142857142857
1632,Strongest Boss System,3,6.333333333333333
16320,Dimensional Sovereign,7,5.714285714285714
16321,The 2nd Academy SSS+ Level Privilege Is Unmatched,2,5.5
16322,"Prehistoric: Beginning teaching, elucidation and cultivation of mythology Da Luo",6,7.833333333333333
16323,Starting from being a Hokage and becoming a part-time worker,2,8.0
16324,"Just joined the God Killer, join the chat group",6,8.333333333333334
16325,My Hot Pot Restaurant in the Underworld is Officially Open for Business,6,5.666666666666667
16326,Ask This Spring,2,8.0
16327,Spearman’s Growth Story,9,6.333333333333333
16328,I Hand over Antiques to the Museum,1,4.0
16329,Evil God Invasion: The beginning of the creation of the Church of the Dawn,3,9.0
1633,Rebirth: Business Queen,2,6.5
16330,I have unlimited chakra,8,6.375
16331,"Hogwarts: Incredible understanding, counterfeiting of the Philosopher’s Stone",2,5.5
16332,I’m Just an Ordinary Academy Student,5,6.4
16333,I Pretended To Have Amnesia and the Hero’s Party Becomes Obsessed,6,7.333333333333333
16334,Come To My Side,2,8.0
16335,This Dream is Funny,4,8.25
16336,Today I hold the world,4,6.25
16337,Little Jiaojiao is the White Moonlight of the Paranoid Young Marshal,4,7.75
16338,"I, the salted fish boyfriend of the school flower goddess",4,6.5
16339,"Quanmin: Random match, I can see the prompt!",1,6.0
1634,"Just entered the slaying god, join the chat group",3,5.333333333333333
16340,"Martial Arts: Self-destruction and time travel, the entire martial arts world collapses!",7,6.428571428571429
16341,Taoist Doctor,2,6.0
16342,Zombie: Nine Uncles Abandoned Disciples,5,7.4
16343,Reckless,3,6.333333333333333
16344,The System Forced Me To Flirt,1,8.0
16345,Survivorship Bias,2,8.5
16346,White Yaksha of One Piece,5,5.6
16347,100m Yuan Wife: Buy One Get One,1,10.0
16348,League’s All-around Mid Laner,5,8.0
16349,"After Qin Shihuang Lived for A Long Time, All Human Beings Were Looking for Me Madly",3,8.666666666666666
1635,Opening Puncher Royal Body,5,6.4
16350,Heidi and the Lord,2,9.5
16351,"Pirate: Daddy, wait for me",5,6.2
16352,"Dai Qin: Summon Holy Fighters, Cast Holy Domain Dynasty",4,5.5
16353,Voyage: The Projectionist of the Straw Hats,2,6.0
16354,What Would You Do If You Are Treated As A Scumbag?,3,6.666666666666667
16355,Super Grandmaster of Dragonball,3,7.333333333333333
16356,I am the king of the world,3,8.0
16357,Villain: What happened to the tentacle monster? I have many children and many blessings,4,6.75
16358,I Became a Genius at Gigant Academy,1,7.0
16359,"Weird story about rules: After dressing up as a woman, I went crazy",5,7.2
1636,Release that Witch,6,6.666666666666667
16360,"Comprehensive comic: Starting from killing Kaoru Kaoru’s talent in seconds, he becomes stronger",5,8.2
16361,The Cannon Fodder Doesn’t Want to Die,2,8.0
16362,"Basketball: Control the overall situation, Xiangbei is 100 million points stronger",4,9.0
16363,Pink Conspiracy,5,6.0
16364,Halberd’s Super Gourmet System,4,7.25
16365,"Let you enter the inner sect for three years, and you slaughter gods for three years?",3,6.0
16366,Digging treasures for all: I open the full picture perspective,2,5.0
16367,"National Luck: Random Marriage, My Eyes Are Mythical",4,7.25
16368,Three Kingdoms: Marry Cai Wenji at the beginning,2,4.0
16369,The Legend of Net King,1,5.0
1637,The Yun Family's Ninth Child is an Imp!,2,5.0
16370,The Female Partner Thinks About It,3,7.333333333333333
16371,I am the Monarch,3,5.666666666666667
16372,drank a glass of sherry in conan,3,8.333333333333334
16373,"Born in Shayin, specialized in Konoha for decades",3,5.333333333333333
16374,I Became a Time-Stopper at the Academy,5,6.4
16375,"My understanding is against the sky, and I will start the era of national cultivation!",4,6.0
16376,"Global Live Broadcast, I Boast And Become Stronger",3,7.666666666666667
16377,Sharing the Ghost Husband of My Ghost Wives,7,6.285714285714286
16378,Assistant Lin Has Something To Say,3,7.666666666666667
1638,The Age of Rebirth: The Little Hot Wife Get Rich From Space,7,8.285714285714286
16380,Taoist Master and the Cat,4,8.25
16381,Pirates’ Black Dragon Purgatory,2,9.0
16382,"After refusing a blind date, I was raped by a beautiful CEO",1,8.0
16383,Demon Recovery: Turning Into A Golden Hand Thread?,6,6.5
16384,Elf: Take stock of Xiaozhi’s eight masters’ peak battles!,2,5.5
16385,"Entertainment: Just divorced, Yang Mi came to the door wearing a wedding dress",5,7.0
16386,Rebirth of the Director in Korea,1,6.0
16387,Big Life,3,6.333333333333333
16388,I Don’t Want To Go Against The Sky,2,6.5
16389,"Type Moon: I, Mordred, Are So Filial",8,7.625
1639,"Summary: I, the Merchant Who Draws Cards, Join the Chat Group",7,7.857142857142857
16390,I Become an Academy Award-Winning Villain,3,7.0
16391,Infinite copycat piracy,4,5.5
16392,Pirates: The salty life broken by Roger,8,6.375
16393,"Navigation: Kizaru, my brother, becomes stronger after showing off",1,7.0
16394,Deconstruction Weird,3,6.0
16395,Scattered Immortal,2,8.5
16396,Asked The Red Dust,6,7.333333333333333
16397,Reborn Westward Journey: Daily Increases,6,8.333333333333334
16398,"When I came to the world of Ke Xue, I also wanted to be the mastermind behind the scenes",3,6.333333333333333
16399,Nine Uncle World Super Strengthening,4,6.25
164,Rebirth Junior High School: The Excelling Top Student Goddess,3,6.333333333333333
1640,"The Female President Was Tied at the Beginning, and I Became the Villain",4,6.25
16400,Villain's Rising,2,6.5
16401,The Difference Is Like Between a Dog and a Cow,6,6.5
16402,Unlimited Fraudster,4,8.5
16403,Austria 1840,3,6.666666666666667
16404,The Rich Ex-Husband Cries and Begs to Remarry,10,6.3
16405,Rewrite the Technological Landscape,3,6.666666666666667
16406,Go Alone,2,6.5
16407,Two-dimensional Perfect Creature,3,7.333333333333333
16408,"For Evolving Godzilla, I Killed Crazy in Cambrian",5,7.0
16409,Fairy tale world survival guide,6,5.666666666666667
1641,Rebirth of the Richest Man In Black Technology,2,8.5
16410,Join the chat group after transforming into superwoman,2,8.5
16411,"Check out the cheating moments of the protagonists of the variety comics, and the villains are so sc",3,5.333333333333333
16412,I Eat Soft Rice In Zerg,1,10.0
16413,Quick Pass: The Wild Man Conquest Manual,3,8.0
16414,There is a Little Fairy Farmer in the Country,2,5.5
16415,The Way of Favors,3,3.6666666666666665
16417,"I, Drought Jack, a person with the ability to rely on the fruit of the boat!",1,7.0
16418,With space at sixty,2,8.0
16419,My Attributes Cultivation Life,2,8.0
1642,I Possessed Kaidou of the Beasts,3,4.333333333333333
16420,The Supporting Female Character Is Not Behaving Again,4,8.0
16421,Demon Recovery: I Have the Fetters of the Six Lucky Stars,3,6.333333333333333
16422,The strongest trainer in the city,1,10.0
16423,"Spread the branches and leaves, and start being invincible by detoxifying my sister-in-law",3,7.0
16424,Max-Level Comprehension – Sixty Years of Sword Watch,4,5.0
16425,Don’t Think About Hindering My Study,3,6.666666666666667
16426,The Junk Dealer Makes Good Money,6,7.166666666666667
16427,"Let you go undercover, you scare the terrorists into turning themselves in",6,6.666666666666667
16428,Invasion of all realms: I use plants to defend my country,4,7.0
16429,Grave Robbers: The Man Who Walked Out of the Tomb of the Warring States Period,3,6.666666666666667
1643,Dragon Ball Strongest Son Gohan,3,9.0
16430,The strongest dad,3,7.333333333333333
16431,Spare Tire is Gone,5,6.8
16432,Full-time BOSS,4,7.5
16433,My Years As a Car Dealer,4,7.25
16434,The Predator and the Great Sage in the Goblin Guild,5,7.6
16435,Comparison of two Narutos: Ninjas cry with envy!,6,5.333333333333333
16436,Honghuang: I am time,5,6.8
16437,I’m Really Not An Ascendant,4,8.25
16438,"I, Heavenly Emperor! The birth shocked the world",4,7.25
16439,Problematic Little Sister Fell In Love With Me,5,6.6
1644,Get God-Level Talent At The Start Of Online Games,2,8.5
16440,Reign of the Hunters,4,5.25
16441,Marriage Under the Heavens,4,5.5
16442,"Perfect Pampered Marriage: Good Morning, Hubby",3,9.0
16443,"I, the Great, Join the Chat Group",1,8.0
16444,"Shuang Daqin comparison, no comparison, no harm",4,7.0
16445,Living in this World with Cut & Paste,6,6.5
16446,"Genshin Impact: I play the role of Zhongli, Infinite Mora",3,7.666666666666667
16447,"Football: Reborn Chosen, Kaka",2,10.0
16448,Evolve from brown bear,1,9.0
16449,Pirate: Be an intern on the red-haired ship,5,6.0
1645,"Adorable Collection Order: Mr. Lu, Your Nine Sons Shocked the World",3,8.0
16450,"Kumogakure forced me, and the Third Hokage persuaded me to die.",2,6.5
16451,I Have a Treasure Cabinet,2,6.0
16452,Into the World of Medicine,5,9.0
16453,Titan Beneath the Heavens,8,6.25
16454,Gangster System: I Will Become The Greatest Gangster!,5,7.6
16455,City: Rising life from being picked up!,4,7.25
16456,"I was wearing a dragon robe to survive the tribulation, and my yearning was exposed! !",5,6.8
16457,"Occupied by a female CEO, I became an all-around baby daddy",3,8.0
16458,"Taking stock of the top ten villains in the world, starting with the Laughing Bat",4,8.5
16459,"My Future Daughter Adds Me On WeChat, Saying That The School Flower Is Her Mother",4,7.75
1646,The Omnipotent Queen in an Interstellar Age,3,8.333333333333334
16460,Entertainment: Pick up a star to be a wife,3,7.0
16461,Little Mermaid Dressed As a Scientist,1,8.0
16462,Full-scale sweet temptation!The scumbag puppy has gone wild,1,2.0
16463,"People Are in the Four and Nine Cities, and Cheng Jianjun is Crying at the Beginning",3,6.666666666666667
16464,"The Legendary Cao Giai, Starts Stealing The Main Character Of Destiny",6,7.5
16465,The Adventures of the Ten Thousand Worlds meet the Marauders,5,6.4
16466,Legend of the Supreme Soldier,1,2.0
16467,I’m on the list! How are they all heroes of the underworld?,3,7.0
16468,Disciple of the Three Kings,4,8.0
16469,Sports: Inside King,3,8.666666666666666
1647,The Evil Imperial Monarch,3,5.666666666666667
16470,"Transformed into a beautiful woman, the wild consumption stunned the whole network",8,7.25
16471,"Genshin Impact: Liyue Storytelling, Ke Qing bursts into tears",3,7.666666666666667
16472,National Beast Control: I opened the era of mechanical pet beasts,7,8.428571428571429
16473,I became the leader of all the villains in the world,1,9.0
16474,"I! Beast Sun Wuhan, destroying the future time and space!",5,7.4
16475,The Infinite Journey Of The Prototype,5,8.0
16476,An Exclusive love,2,6.5
16477,I Am Raising a Daughter in This Life,6,7.5
16478,Naruto: Resurrection from the Evil Land,3,6.666666666666667
16479,"Officer, I’m really not dealing drugs! I sell real rock candy",1,10.0
1648,The People on My Boat Are Not Simple,5,6.6
16480,"Young Marshal: The more children the better, the more you marry, the more powerful you become.",3,9.333333333333334
16481,The Emperor’s Heart is Rippling,1,10.0
16482,Mistakenly Saving the Villain,4,8.0
16483,Daqin: Dragon Ancestor Asked Me to Be a Chess Player and Play the World,5,7.4
16484,Sailing: A Quiet Navy Captain,1,10.0
16485,Entertainment: Ex-girlfriend Reba starts a million-dollar stock market,4,5.0
16486,Konoha: Medical Ninja? Knock out six spots with one punch,7,8.0
16487,After the Tyrant Dressed As a Woman Disguised As a Man,5,6.6
16488,Alluring Poisonous Consort: Overwhelms the Demonic King,1,4.0
16489,Transmigrated Into a Big Boss to Snatch Away the Cannon Fodder,5,6.0
1649,Fleet Commander,5,5.0
16490,Wrong place of reincarnation: Opening Moe King skill tree,2,6.5
16491,Uchiha’s scientific madman,3,5.333333333333333
16492,"Elf: Future barrage, all mankind is watching me save the world",2,5.5
16493,StarCraft: Rise of the Fourth Scourge,4,7.0
16494,I Obviously Just Want to be a Minor Character,2,7.5
16495,"After Becoming the Alpha Protagonist, I Snatched the Cannon Fodder Omega",5,5.0
16496,Myriad Realms Skill System,3,6.0
16497,After The Vicious Cannon Fodder Was Reborn,3,7.333333333333333
16498,God-level Summoner,2,6.5
16499,Zombie: Sorcery Automatically Maxes Out,2,7.5
165,"The Strongest Person Is Exposed, the Marine and Four Emperors Can't Sit Still",4,7.0
1650,Konoha: Deduce Rokushiki and Armament Haki at the Start!,3,6.333333333333333
16500,Dimensional inventory: starting from the top ten villains,3,8.0
16501,Dragon Ball: Get Flowing Rock Broken Fist at the beginning,2,6.0
16502,"Navigation: Insightful understanding, building a happy new home",5,4.6
16503,"Making Beng Tie My Original God, endorsed by Ai Li",3,7.666666666666667
16504,"Naruto: A full-level Uchiha, reincarnated by the dirt",8,8.0
16505,Fantasy System,3,7.666666666666667
16506,Warrior in Turbulent Han Dynasty,3,7.666666666666667
16507,"I, the strongest son, white beard is my father",2,6.0
16508,Start purchasing delicacies from all over the world from Shiji,2,6.0
16509,"I! Broly, participating in the battle on behalf of the sixth universe",4,7.75
1651,My wife is Big-Mom,4,7.75
16510,Rules Weird Talk: I am more perverted than weird!,3,6.666666666666667
16511,Teach Alpha of O To Be a Personal,3,7.666666666666667
16512,Killing Gods,6,7.166666666666667
16513,I’m Upgrade by Selling Moe [Interstellar],3,6.333333333333333
16515,Star Railway: Play as the Rock King Dijun at the beginning,3,7.333333333333333
16516,"One Piece: Whitebeard vs Akainu at the beginning, who is stronger?",2,8.0
16517,Mirror: Twin Cities,2,5.5
16518,E Mei,3,8.0
16519,Entertainment: a Little Daily Life with Childhood Sweethearts,4,5.0
1652,Medical Sovereign,5,8.0
16520,I! The strongest Tianjiao in Wangu,3,8.333333333333334
16521,Wuxia: Compete for the top ten peak sword immortals at the beginning,4,6.25
