user_id,novel_id,rating
254,23381,3
455,25561,8
140,13266,10
498,8358,10
532,10886,9
582,18015,4
199,10239,4
732,3339,9
110,3554,7
77,23731,7
308,10197,7
540,5663,7
344,432,3
696,17516,9
69,9202,8
573,27483,4
566,22920,9
4,24535,8
731,15959,3
747,24950,5
704,25995,8
457,22204,4
611,1568,8
393,19267,10
602,17145,3
63,968,9
471,18096,9
672,4143,9
452,6072,9
119,4641,6
145,24221,2
556,26329,9
229,12474,10
742,20653,8
147,1789,8
427,20412,8
235,15561,5
117,25101,9
370,5002,10
107,20772,10
482,14149,10
185,20075,4
251,17760,2
271,18263,10
258,21381,8
102,2364,9
247,5376,10
5,2463,4
724,17508,1
777,17475,4
594,793,9
744,12343,10
316,12613,7
377,27174,5
720,25087,4
54,10953,5
314,18417,9
316,19295,10
261,21917,10
330,7034,4
109,4853,6
267,829,6
658,26282,9
86,16818,6
31,3098,8
89,2665,9
506,21044,6
234,8731,4
120,9784,10
611,14537,4
568,25188,10
358,15402,10
318,17331,1
276,24048,9
606,17950,7
288,133,4
107,24791,8
2,20832,4
270,25917,1
497,20138,6
108,9554,7
567,6306,10
108,16099,10
582,3164,8
365,18433,2
279,17078,5
617,19588,7
737,18972,10
773,23844,8
34,11535,5
309,9853,1
380,2145,4
672,1383,7
245,11545,9
39,25967,9
465,11444,5
585,9705,5
761,8548,10
525,3650,8
661,14474,10
761,24503,7
429,2498,4
549,19803,3
18,6642,5
362,20626,10
597,8198,9
337,25167,7
85,23404,9
333,24306,5
328,9399,10
601,15637,7
34,13322,5
507,24297,9
672,26802,8
336,21101,6
154,16731,7
218,15283,10
737,10901,8
264,21814,9
464,22302,5
734,18468,3
348,166,9
348,272,10
413,25837,8
673,18499,10
481,13551,9
593,5729,5
95,291,9
623,23029,6
146,12323,5
457,20572,9
239,19490,6
81,1005,2
704,13203,4
391,1589,9
463,18206,7
385,19280,10
35,15054,6
751,16733,1
755,14654,8
536,19143,7
283,20277,6
283,23503,7
248,26527,5
675,20285,4
669,1359,10
268,18854,9
677,17743,7
457,4510,7
581,20315,8
519,22578,5
70,3531,9
388,16329,9
198,27142,5
316,7466,7
437,20746,7
438,26789,3
157,11096,7
107,6921,10
733,5269,9
119,19233,9
308,18431,9
635,7304,4
516,17162,5
326,11973,7
204,6612,4
300,24406,7
526,5827,10
500,7476,5
368,22709,10
130,6223,10
211,13239,7
242,16390,8
304,6679,10
324,9944,1
318,3294,9
264,18258,9
227,4407,4
20,12317,10
667,23221,4
223,27528,3
406,17722,6
97,8355,9
146,2989,4
742,18644,10
472,7349,5
615,25382,6
49,7358,7
192,5094,9
430,26501,8
653,14562,9
590,22289,6
646,9492,3
495,2913,9
440,17505,8
143,24098,5
262,27452,8
143,16938,10
708,12505,4
533,18409,10
421,2515,8
397,22365,7
17,7762,9
143,5858,9
615,5776,1
315,3875,6
711,12161,8
129,5244,8
266,7159,10
162,12761,8
295,21323,1
709,12451,10
214,19039,10
400,9001,6
158,2741,10
307,5530,9
118,23239,1
176,19008,9
567,12804,8
397,7133,9
108,24954,10
667,8155,8
69,24015,1
48,12281,8
215,6027,10
737,14372,6
500,1730,10
768,536,10
34,27336,6
222,11236,4
381,24697,8
307,1111,9
521,8171,10
405,5656,10
340,8477,2
549,26649,8
597,13025,10
738,20406,6
743,16820,7
117,18533,5
192,22292,6
266,18191,4
179,12837,8
34,6562,10
95,718,9
91,8718,9
148,19202,4
539,25518,7
232,7972,8
293,10955,4
358,22952,10
566,21583,6
234,22211,5
357,23934,9
695,23042,8
684,27420,8
355,20137,10
658,19863,10
642,942,3
544,16830,9
629,7513,7
223,17833,6
698,2526,9
478,4050,6
403,13761,6
665,2678,6
390,1072,8
494,24760,10
153,12722,10
265,13856,10
3,9153,1
218,3598,7
323,5869,10
518,10936,7
719,1515,7
59,15726,6
231,22248,2
481,9726,6
664,25873,9
454,2111,9
599,9388,8
666,21313,6
323,6527,3
464,1423,8
742,21790,10
527,26354,4
153,18074,7
495,20328,6
551,27304,3
11,17653,5
508,4753,7
334,13819,5
569,17089,9
613,10224,6
163,827,3
426,19911,5
685,6020,8
443,5786,10
504,20993,6
682,1282,8
218,25064,4
286,8281,7
735,22220,7
553,1315,5
749,202,8
218,72,7
165,13117,4
81,12504,7
453,475,7
67,18126,6
717,21407,7
628,22334,10
448,21737,4
64,4524,8
272,17019,10
307,9022,10
71,3345,7
536,7330,9
63,17825,4
679,3090,6
347,7286,10
575,22021,8
433,26713,7
138,12583,5
153,1569,6
652,18717,9
258,11312,8
4,8642,7
585,16628,7
15,16519,5
574,2078,4
529,18353,5
194,11774,7
649,9290,4
167,19176,10
705,4894,10
198,10644,5
713,26314,7
234,4674,6
306,14022,6
520,2211,7
141,10368,9
405,15785,6
297,467,10
403,20919,7
234,20332,8
674,25058,7
421,16717,4
376,8152,3
436,12675,4
273,9698,8
55,149,6
367,5470,9
57,8212,10
490,14043,2
25,1638,9
63,6660,7
364,23304,5
254,1981,7
214,18463,8
514,18862,2
137,25064,6
578,20413,9
361,15684,4
392,19463,10
407,20155,6
402,7478,3
529,6789,8
335,23806,10
268,12688,6
587,2354,7
43,21163,4
646,19874,2
539,25784,10
151,8991,8
514,21461,4
645,12002,7
490,914,5
525,27002,3
678,23554,7
418,14996,7
570,19300,8
272,471,9
758,18893,6
426,13707,1
257,1937,8
13,24432,9
211,23791,9
469,24756,6
745,11284,5
339,21153,3
35,711,8
158,4110,9
318,20165,5
397,5395,7
375,21459,8
337,14809,2
141,13319,8
751,13091,7
65,25408,4
746,1360,10
770,17157,4
660,13620,1
550,10529,8
696,2259,10
409,7128,6
222,21446,10
154,18521,8
220,23769,3
124,6051,7
254,20521,10
108,3098,8
62,21905,7
80,12367,5
126,9880,2
177,23308,6
117,22570,7
327,8765,4
624,5304,8
578,11833,7
272,4085,1
202,22316,4
104,6475,9
402,21809,4
237,22170,9
223,3516,9
540,16160,5
112,320,10
64,2745,6
116,23148,10
764,11840,7
666,21846,6
237,11832,1
253,19810,6
569,585,9
307,22529,6
439,19939,7
646,1883,5
291,4654,3
440,16139,6
667,20755,7
696,9281,5
610,11784,7
695,14510,4
578,16143,2
113,8099,4
602,18248,8
466,26940,10
60,7479,9
329,15206,4
414,165,5
720,26984,8
590,21563,8
312,11201,5
93,14526,9
37,7997,7
94,14470,6
63,23870,4
152,23938,7
644,27160,8
351,26022,7
557,17800,9
141,17468,3
183,2248,7
321,19059,7
216,20339,4
92,4431,8
304,12443,10
312,21258,3
64,12585,4
372,17986,7
687,19029,10
139,15461,8
526,12378,9
555,18297,1
741,20664,9
180,8852,8
592,25698,5
420,8894,8
337,12139,10
30,15359,3
406,4999,5
241,24898,7
220,1275,5
435,24926,7
658,9127,8
571,22506,3
589,8526,8
491,2139,8
774,19621,9
523,1698,9
524,26125,5
106,25647,6
527,15225,7
439,1264,10
563,11726,7
146,25969,8
757,6464,4
313,6126,5
219,14561,10
556,3482,7
30,14496,9
234,9002,8
259,8216,9
429,26886,2
443,46,7
354,18882,10
207,19543,10
13,10095,9
602,11869,7
321,22355,1
594,1307,9
422,26327,10
258,25070,5
463,3416,10
775,1684,10
248,11390,5
21,11194,7
91,23941,10
282,13112,10
588,3855,7
721,4205,7
237,8779,6
546,21714,9
664,13450,8
654,6447,10
320,1071,7
641,27411,6
320,7111,3
229,26223,10
504,18239,10
124,20644,10
475,2008,10
581,6843,8
670,8971,2
648,22836,9
92,7434,7
226,25928,4
254,24337,8
103,11467,9
362,5457,1
69,25847,7
296,13004,7
645,5850,5
395,20439,7
397,15863,7
245,26087,3
722,21587,9
384,16658,7
423,23477,5
251,13071,8
547,24068,9
441,15014,6
561,26001,5
22,22884,10
6,18558,5
655,5487,7
468,780,7
559,17017,2
502,16876,4
722,15809,9
330,26674,9
109,26146,10
395,26404,6
126,22366,4
558,13568,6
235,2538,9
222,14321,8
20,6258,10
101,25919,9
540,11740,5
347,16777,7
525,1475,8
298,23999,9
533,17145,10
582,22791,6
362,13082,1
614,26309,10
54,25206,6
58,7391,7
692,20353,10
669,21962,9
151,7500,4
260,13992,10
251,17549,9
7,12272,7
128,11910,8
176,20916,9
475,26090,2
742,8254,4
298,25883,7
254,12589,10
129,24955,10
279,24022,7
237,20942,6
599,12106,6
693,18712,9
592,8240,6
776,4451,10
517,20484,4
27,603,1
710,13521,4
409,14095,7
418,17921,5
576,25922,10
237,5072,5
760,7590,2
317,11052,6
181,13467,7
151,23179,7
337,4477,9
169,2624,10
598,18847,4
703,14530,10
201,9164,8
50,22212,7
143,17070,9
438,21407,4
538,12955,1
571,2714,9
564,3359,8
632,17691,4
332,6020,9
142,22188,4
731,8986,1
706,27273,9
134,3001,10
766,26037,9
189,25801,7
402,19351,7
372,1141,5
76,11075,7
437,4948,10
234,352,4
202,3490,7
611,25829,4
95,16622,2
459,20658,9
632,27505,8
329,721,5
627,22077,10
417,27159,7
587,6823,2
676,20257,9
664,11046,7
522,1122,10
526,17760,9
215,8564,7
136,17679,2
494,2011,9
430,7089,7
68,26293,10
458,18308,9
532,15824,7
177,19155,3
26,23594,8
758,20007,10
422,21825,7
696,14305,7
602,7844,8
217,19591,2
269,2264,8
116,19306,10
256,15563,10
443,3786,9
233,8336,7
515,18407,2
197,5145,4
305,15864,7
482,7756,5
211,5099,7
692,5097,4
182,19924,3
215,14887,4
517,1326,9
295,15218,9
10,13479,9
523,27310,5
360,7969,6
29,18646,10
108,4770,9
375,22173,6
708,12104,10
641,12360,10
161,6659,6
481,10856,10
76,19638,7
593,18106,9
157,1901,6
396,14950,7
90,1823,4
20,24666,6
4,4401,8
570,15209,8
581,5833,7
472,22887,9
731,74,3
195,23743,4
299,23100,6
46,8166,7
45,9518,9
566,17818,8
615,23635,2
589,27631,10
490,4533,8
666,9515,5
78,16619,9
342,21744,8
74,16979,1
380,17151,10
670,991,8
254,10546,9
561,23110,8
454,26118,6
608,18115,1
335,23420,5
120,19461,8
417,25901,9
209,26978,10
628,3677,10
719,12610,2
619,17128,6
758,8045,10
345,19267,9
663,11844,7
108,16107,9
520,5965,1
424,24273,4
202,26293,6
261,11230,9
415,27063,7
213,22962,8
57,7419,5
685,15522,10
79,22629,7
537,22884,6
748,27365,10
668,18522,7
652,18530,4
647,6756,8
218,5029,9
307,13676,9
527,18939,8
376,9775,5
87,22514,3
767,709,5
118,4148,10
332,1704,7
477,11312,6
159,7919,6
122,5699,1
610,24586,10
740,15704,10
159,25155,6
363,2479,10
691,10716,10
350,21094,5
673,12854,7
396,10067,9
706,3722,5
408,23516,10
322,16428,7
746,25964,3
290,24048,6
739,24102,7
302,6254,4
507,19909,10
626,5064,10
5,22478,4
313,26619,6
347,27042,8
556,17924,5
229,7262,9
711,12640,5
634,14149,1
352,15391,5
538,632,7
381,23791,7
535,7571,6
410,1159,9
646,490,4
376,8627,9
335,1609,8
99,9877,8
553,17463,7
189,15129,8
200,2732,5
91,15324,4
285,18635,10
706,21769,5
767,21918,9
716,10097,4
254,19177,2
427,13149,8
453,9694,7
203,4369,9
469,14136,9
377,14600,7
562,2155,5
589,12301,5
224,21943,7
662,1332,9
271,13104,10
660,837,8
368,10729,3
687,272,7
213,5177,7
453,12105,9
441,22657,10
537,13522,6
19,8676,5
626,8873,4
344,6285,10
621,25303,4
273,19992,10
318,8943,10
455,1966,1
238,13576,7
558,5418,8
89,13800,10
604,9617,8
356,10130,7
593,6196,3
426,5787,6
175,24809,8
671,83,10
125,20241,8
748,18265,9
110,16968,3
619,8101,9
729,596,10
484,9636,10
142,965,10
278,22023,4
7,23657,2
157,19112,7
223,19750,7
257,13145,4
568,13263,7
518,11117,9
49,3921,3
126,25868,9
209,9408,9
447,19129,7
181,20233,8
653,4513,8
739,9032,1
215,8744,5
404,2177,10
99,24935,6
257,2777,9
636,2683,10
162,24782,5
486,9344,9
596,20442,8
181,25686,9
499,17189,7
236,27312,6
522,2901,3
36,20949,6
671,24560,7
138,836,9
588,23047,7
543,2522,6
497,26185,2
376,17044,6
741,24047,9
742,5555,6
670,2535,8
236,27184,10
363,2532,6
142,2304,6
427,19388,9
578,12806,10
283,26059,8
711,18714,8
375,10724,5
286,7741,8
771,22513,7
194,25993,8
603,21597,10
301,11476,6
440,12754,5
698,13230,10
379,1749,9
206,713,10
439,15609,10
688,3356,9
564,23251,6
148,3577,5
285,19768,7
694,7959,4
518,7974,7
365,10922,7
390,26669,1
300,23300,8
776,20741,8
201,1819,8
540,15688,8
734,18952,8
325,18927,1
617,6712,10
36,24578,9
194,12012,10
360,1967,10
388,24977,10
298,8058,4
728,18576,4
158,6356,7
229,17469,7
469,20202,7
644,15209,10
200,18045,3
457,6275,6
174,16588,8
18,6986,5
418,14698,7
639,18278,8
109,24358,6
134,18245,8
674,3693,10
620,25921,4
507,26035,7
737,2169,9
217,12174,4
385,23039,6
107,6480,8
111,6672,4
512,21998,8
152,11518,4
48,18675,4
72,17408,10
606,5872,10
620,5127,10
467,22783,8
474,24199,6
439,11557,3
155,12320,7
441,15888,6
20,4261,4
494,3604,7
605,26604,8
245,2526,1
518,3547,7
221,23523,7
309,9766,8
552,22908,10
91,4279,6
477,24212,5
769,18915,10
136,642,7
646,23556,6
189,12505,7
238,10857,4
98,18488,4
550,2890,10
161,19108,9
762,19784,9
607,22098,9
295,1543,7
514,26119,5
676,15092,6
658,4178,9
592,12961,4
348,15144,8
56,5187,8
762,2896,2
325,15652,4
472,9079,9
200,25392,6
240,22491,8
372,11977,9
190,6085,1
286,6360,10
680,15554,10
761,3954,6
272,11448,10
122,17360,10
609,21222,4
129,6619,6
119,651,10
46,1145,10
341,893,9
384,10594,7
270,26686,3
688,16582,9
203,16292,8
60,18455,9
354,26640,8
325,26926,9
308,18273,4
538,950,7
283,6530,9
56,5714,7
336,15109,10
306,18783,5
670,19727,3
397,2396,7
497,21783,6
413,17293,10
491,14688,10
127,21047,7
775,2421,2
735,21457,5
679,20599,10
526,1178,7
494,9459,9
473,23024,6
334,6453,4
309,21522,10
108,9269,8
207,18949,6
176,762,10
161,17927,7
479,4742,4
224,11769,6
15,5252,8
288,5389,4
665,16829,10
456,18690,8
22,17591,1
539,16348,8
598,2588,9
284,4482,6
289,4784,8
578,20111,9
28,5864,1
538,16527,6
354,23589,8
113,6166,9
754,20070,10
152,6308,6
71,21918,1
366,23135,7
743,5630,10
413,25734,4
292,24656,8
178,8617,5
687,16922,2
433,24746,9
134,15394,9
469,8380,9
206,24122,10
556,12382,5
490,20553,3
450,20879,4
722,18823,8
269,10045,4
521,25572,10
316,14425,10
42,23748,5
79,21934,9
647,14997,8
536,6248,6
30,9493,9
459,11494,4
755,12652,4
38,17214,7
376,9883,6
142,16468,8
395,25266,8
63,15317,4
413,7044,6
208,15181,5
398,2288,10
98,9675,6
226,11135,9
423,21146,6
613,22146,1
23,11293,7
370,25435,10
215,25082,5
260,7511,8
471,18612,5
115,27361,4
524,4786,7
170,2279,8
255,7556,8
761,22820,7
633,8219,4
160,18043,6
694,14973,9
438,25074,9
92,10692,4
164,16166,10
252,24546,9
32,9091,5
448,20445,7
607,3300,9
719,250,7
411,24983,9
157,10207,5
475,22029,1
66,12825,6
426,4772,8
126,21769,9
82,16113,9
264,20037,6
157,27168,6
13,13517,9
570,7651,9
768,17538,6
202,4989,10
509,12100,10
281,4945,3
242,18803,5
248,13667,8
56,13687,8
218,21664,6
129,19631,8
667,21911,1
410,13901,5
200,2062,9
418,19087,10
427,16282,10
286,8548,6
777,5654,2
714,12254,7
546,25100,7
30,12759,10
704,18890,9
300,17347,8
363,2126,3
79,22426,6
411,11230,10
452,18565,4
245,27474,7
237,1072,5
82,17741,2
39,17995,10
666,19866,10
566,2016,7
752,18357,10
263,4948,6
103,12298,2
628,23167,7
395,10972,10
641,6611,4
504,9111,10
331,9809,8
260,13835,1
473,25714,9
171,11685,9
467,12698,5
508,13678,7
630,5474,6
575,7228,2
734,20510,5
358,18219,10
375,13114,4
656,10573,10
204,6646,9
502,15139,5
76,4130,9
190,5418,9
68,24654,4
34,13439,10
677,3846,5
480,18214,6
474,2520,8
222,17467,10
152,26740,9
604,13088,9
256,17258,8
501,514,3
749,16833,6
344,6235,10
432,2705,9
70,24232,8
6,10520,9
197,5843,5
592,16720,7
369,8541,9
241,14257,5
607,9422,10
197,2049,10
420,4359,4
763,27324,4
537,12617,8
181,23209,8
540,6599,10
130,6225,4
166,26288,6
348,22632,5
550,10368,9
38,21061,7
258,27564,9
370,2711,7
367,2797,3
244,929,7
626,12626,8
225,4540,4
68,4238,8
36,18058,5
596,6378,3
24,21015,5
89,2915,9
375,741,9
451,6047,9
513,13830,6
480,10075,1
541,11650,6
154,883,9
551,9260,9
687,13462,10
389,11844,7
671,19982,5
446,14395,6
111,18593,10
158,10503,9
683,21358,10
338,2818,6
733,6902,1
588,17993,4
469,2644,10
136,1339,10
51,13716,8
746,13984,8
735,17820,1
107,2058,10
511,20905,8
348,18300,5
52,1181,9
517,10831,4
758,18675,6
406,3662,10
53,9695,10
620,26222,8
576,7045,7
260,13218,5
297,20576,2
147,10202,4
140,3052,10
358,10132,7
97,25930,10
252,17785,5
534,16320,2
302,10540,4
342,1627,10
773,20611,6
663,4601,10
146,14540,5
614,2763,5
444,22712,6
284,7612,8
272,25541,6
94,12761,8
504,17975,8
677,13680,5
776,10526,4
18,7020,9
189,21559,8
371,20578,9
542,10583,7
275,2136,2
691,2448,4
138,12161,7
258,19994,7
477,12200,6
171,2329,4
471,22745,2
697,8833,9
253,23905,8
361,3405,8
532,6324,9
406,9475,6
589,15954,5
290,1789,8
231,579,7
751,15879,5
99,26419,9
7,14454,7
500,24303,1
131,13359,8
419,11900,9
688,7229,7
683,16949,10
618,22674,8
212,16092,1
89,8821,10
25,15035,7
135,8534,6
370,21931,8
388,12756,5
253,26035,1
46,18244,9
198,13671,9
676,15096,6
139,22918,7
67,27131,10
637,7796,1
347,14971,7
438,14958,7
415,13841,10
746,11376,8
62,13464,9
735,7970,3
84,14589,9
187,18257,8
355,22655,5
121,3406,7
535,16023,10
616,27306,5
27,19949,8
195,4152,9
469,9284,9
764,11602,7
657,22842,10
466,17995,2
135,23929,8
624,6736,10
711,6411,9
53,19655,9
194,20318,10
148,20310,5
310,11281,6
263,10354,8
534,24605,8
449,4016,6
92,8580,10
629,7317,2
482,18303,8
343,21653,8
763,25034,9
537,22533,9
621,12310,7
348,15529,1
595,3509,6
367,5268,10
11,2833,5
183,9348,8
752,6428,6
756,3152,6
720,16606,9
752,5838,7
531,2220,7
727,13678,8
591,11300,8
156,18121,3
131,376,9
198,12402,8
601,6641,8
709,12374,9
752,26579,6
266,2499,1
2,11479,8
742,6803,10
543,23654,8
772,17644,9
524,23225,7
705,375,3
28,16703,10
326,22113,7
253,9039,10
182,22962,8
509,14190,5
153,24812,1
210,17438,9
479,10215,9
98,16007,6
573,5566,7
460,14442,5
775,27095,4
374,25330,5
727,23319,7
684,24859,9
521,9534,10
147,22605,4
180,10311,6
299,19282,9
38,5779,10
211,12388,10
67,14154,7
35,20225,8
544,14086,2
182,12965,4
615,10786,7
572,17098,4
687,2894,9
219,23404,7
349,16396,6
123,13664,9
164,19326,8
536,15355,7
303,15377,10
59,6866,8
631,3620,1
8,23036,6
766,10768,8
327,24224,8
33,19894,7
742,3575,4
164,21116,6
415,8071,6
217,25778,9
502,12995,4
57,23761,9
687,24203,5
301,20606,5
91,9701,7
717,21866,10
278,21285,7
183,24795,9
769,10710,10
89,15812,6
626,11376,8
771,1131,9
552,11400,9
277,11950,8
202,375,4
310,3329,6
580,15207,5
258,9397,9
62,25745,10
140,14525,10
103,20012,5
122,19178,6
387,17930,6
739,24252,7
54,7408,5
420,15627,10
4,13403,8
652,22563,6
641,27392,8
185,12266,10
753,9995,10
199,26316,9
185,4452,8
661,10898,4
233,7085,6
125,13043,7
380,22577,10
76,20499,7
485,25130,8
289,5586,4
224,557,4
459,4274,8
305,19474,7
576,10720,10
765,5849,4
224,25583,5
660,15185,8
378,4727,8
621,13700,10
710,281,7
522,4476,4
640,26998,3
764,1332,5
192,7734,7
708,12187,8
265,12475,8
221,6543,6
383,6135,2
348,13207,6
732,16398,8
673,8309,10
679,142,9
258,11551,8
613,19646,1
506,16882,4
116,13464,8
648,27491,10
106,22449,10
512,20589,6
599,22564,1
668,12202,9
24,25979,8
477,14697,9
201,7221,7
759,11974,8
564,7641,4
384,23770,8
378,11310,9
555,23827,9
544,12285,9
274,18040,7
330,25108,6
270,21897,4
181,27146,6
482,17553,4
574,9018,7
390,4308,5
141,16435,6
618,23596,7
612,25902,9
336,8578,7
620,1758,10
126,3566,9
252,9222,5
285,2138,6
54,25919,8
406,14572,8
54,11765,8
527,15678,5
487,23218,6
618,25004,7
168,5611,9
409,19626,6
35,11350,9
59,4269,4
51,3055,4
581,10410,9
155,19040,9
691,5536,9
605,7984,9
61,22953,9
52,1659,4
202,12728,9
742,11142,9
541,18281,9
423,12530,9
697,22950,4
64,2263,1
81,282,7
222,4211,10
190,22243,8
493,15301,7
751,897,4
50,2418,2
27,11129,7
317,24341,8
702,15433,5
65,27007,8
81,5574,4
582,9364,6
4,17476,4
633,18787,9
536,13294,7
64,15434,7
215,7001,9
206,2604,4
499,18120,8
305,19814,9
634,25844,10
447,18193,7
420,5651,5
600,19854,6
520,5837,10
738,10381,6
312,708,9
31,13367,9
177,14304,7
471,17911,3
273,21448,8
440,19345,8
51,7316,4
749,1817,10
610,18957,8
70,12568,5
438,19424,7
553,10358,8
154,4907,6
25,14620,8
438,20914,10
477,1350,2
253,27281,4
127,751,10
512,10199,4
436,27400,9
63,11435,9
360,14291,4
374,6903,8
62,26514,7
69,24893,5
471,8668,8
335,20827,9
764,26030,1
706,18138,5
79,15592,7
750,23592,7
369,13203,7
759,16575,6
739,1163,2
660,6221,10
179,10476,10
422,26661,8
239,24562,7
464,4730,10
5,27175,3
248,12229,6
302,24964,10
665,13568,5
190,11302,8
530,26836,5
55,20663,4
563,18916,4
512,21469,10
286,6026,5
355,13569,7
399,21383,10
229,8532,6
715,15590,5
459,17519,8
542,11384,6
440,5508,8
376,7636,9
147,26565,3
73,24409,6
36,7584,10
510,11976,5
169,17167,8
107,26342,10
570,4854,4
274,18628,8
185,2666,9
641,13540,10
18,8188,8
599,21860,9
495,26300,1
486,6298,7
543,25411,7
129,9959,5
152,8912,10
545,16892,10
166,21431,1
447,1273,6
500,13317,10
193,9470,5
612,23573,10
727,20331,9
534,11747,1
343,6889,8
571,15987,10
600,331,8
352,11186,7
433,1212,5
317,13966,2
75,27096,7
248,9671,7
452,25475,10
421,24720,8
453,16300,9
714,17275,4
494,9146,7
179,17007,7
586,10798,10
349,14674,10
646,20212,5
142,25176,2
553,2611,8
558,8916,9
668,24213,6
560,18273,10
767,26068,9
735,9554,6
314,2932,4
457,16980,8
468,19919,4
221,17420,7
532,15039,9
710,20770,2
421,5934,4
120,21814,8
164,2975,7
98,20238,9
62,16578,10
370,302,4
509,6778,8
66,11157,8
542,6193,5
573,19631,9
75,13397,5
671,8157,5
239,18428,7
355,10277,9
434,20544,6
11,1525,8
407,12816,5
460,24548,3
78,17858,9
125,6228,10
361,25655,8
368,8135,7
711,18551,4
644,14693,6
145,2982,10
130,3115,7
19,2701,9
484,17237,9
524,27366,9
693,6622,4
741,17653,6
760,10417,10
71,9906,9
384,17853,8
446,16688,9
168,24856,2
121,17355,4
753,6686,9
109,24136,8
230,2881,8
607,13271,9
498,12959,4
31,9648,7
427,25738,10
525,10667,6
47,17779,10
29,23330,8
233,5639,4
223,15970,4
193,20544,9
518,5178,10
519,3780,8
162,24606,5
523,24469,6
627,26416,9
280,27499,9
646,25780,6
4,23486,7
572,17199,6
479,20168,2
565,15044,7
95,10489,8
260,17624,10
506,14782,9
40,1022,10
201,12629,2
213,21643,8
355,24448,8
189,9145,5
746,6874,7
520,16126,5
177,22212,4
534,21735,6
98,21612,10
692,9375,6
423,3762,10
457,22526,10
477,6841,6
382,9292,8
690,21693,7
330,16721,6
9,9667,8
533,9347,4
256,15458,5
305,4379,7
78,23772,9
341,698,5
605,27614,6
64,5543,9
543,13911,5
477,4942,5
580,4804,7
407,2273,10
575,20420,8
649,19415,10
636,27413,4
30,12897,8
524,15068,10
211,11407,8
149,14178,7
479,19120,9
14,4449,4
310,20614,10
24,14028,8
315,1353,10
626,26501,10
700,13634,4
359,26240,1
356,10306,8
767,24830,10
18,22740,10
41,11083,8
528,5355,10
423,2216,3
84,14630,10
270,24421,8
133,22323,7
551,15638,6
99,2435,9
96,19997,5
69,2427,7
539,21430,9
558,27443,4
649,2779,7
380,16504,8
182,24676,5
677,8346,7
713,2509,6
410,24675,6
309,4527,10
240,18610,9
707,26388,2
177,24470,8
605,16955,9
563,8543,6
147,16389,10
503,774,6
231,17358,3
548,23879,10
588,1940,8
399,19891,5
479,18905,9
434,23213,4
520,22883,2
598,11511,8
48,15856,10
115,6186,8
587,410,9
659,4201,5
261,19020,2
698,14419,7
389,11309,9
583,8323,6
591,5706,8
448,9974,7
429,8022,4
320,12816,6
541,17920,7
82,911,10
187,15195,7
313,19926,10
33,18429,3
104,8397,6
18,18190,10
475,10410,8
296,16831,8
13,5146,5
545,13580,2
372,9740,9
333,25173,10
253,14534,4
149,3257,8
384,4467,4
246,3800,2
261,2807,6
56,2458,9
732,27306,7
348,24552,9
175,13442,8
4,12035,4
631,18755,5
463,21972,7
404,18948,10
407,2405,8
189,4067,7
177,17035,5
594,25978,5
174,9484,6
658,1966,7
685,14363,9
368,3395,10
15,25224,5
433,16818,10
199,17661,10
70,23046,8
737,3070,7
229,21782,5
263,24964,2
541,27107,9
582,9363,7
290,2416,8
58,15936,7
743,8443,10
492,15943,5
443,7842,5
753,11476,10
744,15788,10
678,15275,9
746,22173,8
567,9192,1
125,19231,7
737,11794,9
416,11973,9
209,26663,8
776,6739,9
397,3425,6
600,27624,4
382,13221,10
190,22165,10
157,23666,8
295,17729,8
6,376,3
53,716,8
40,18878,9
438,25272,9
225,25269,10
619,16698,8
101,3599,6
5,16204,10
421,19238,9
300,8545,10
443,5085,10
511,14458,5
290,12399,5
648,17704,7
120,20495,10
89,3563,7
376,7759,9
385,15724,9
586,11707,1
115,202,7
699,16856,8
221,4815,8
71,24276,10
599,18260,6
165,19310,2
577,11582,6
143,19696,9
425,11229,8
316,287,8
507,4363,7
672,11525,4
668,10742,4
679,19014,9
159,26670,6
626,21467,10
443,17935,8
705,4981,3
638,13420,9
93,14261,10
478,25917,7
221,11991,10
89,27212,7
197,9195,2
246,4610,7
707,4183,7
374,16786,10
289,13438,8
718,1744,9
26,6427,1
14,24602,7
49,25123,7
677,2247,4
362,2951,9
559,25809,6
445,10276,4
740,6625,7
508,19177,8
457,9226,4
295,15501,8
740,6386,4
106,20131,1
688,23271,9
263,7221,8
29,11910,6
47,8171,9
57,21748,9
133,9844,3
374,17464,5
210,20752,10
409,22381,5
221,5724,7
644,17094,10
289,11749,3
437,14213,4
629,14906,7
146,4064,9
15,21774,10
82,2996,7
60,6727,5
504,18283,5
318,20482,9
626,19660,8
679,6946,8
608,2908,5
16,23262,5
115,17851,6
735,1296,9
388,4423,10
185,11001,8
271,2175,10
52,7059,5
63,12925,5
319,16950,9
612,20577,6
57,5344,8
736,27466,9
329,16391,3
602,18589,5
177,15666,7
60,23783,7
579,22511,9
102,13863,5
766,2720,5
645,27202,7
749,12695,8
115,24753,8
347,21404,10
481,12471,7
596,11236,3
332,20155,9
718,18326,9
419,26913,4
103,21604,7
605,12266,10
606,20287,4
488,15034,7
300,24058,7
160,7374,9
641,15148,8
558,18410,8
679,27050,1
667,14054,6
394,16569,9
240,12413,10
103,12466,9
326,3544,6
362,24998,5
163,10695,7
55,25231,8
541,3516,5
66,14762,10
295,24260,7
229,25477,6
686,2417,8
208,9970,9
434,14461,5
